bus,car,location,motorbike,timestamp_utc,total_vehicles,traffic_status,truck
0,4,CMT8_PhamVanHai,0,2025-07-05T12:36:48.743982,4,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:37:04.295730,2,1,0
0,2,CMT8_PhamVanHai,2,2025-07-05T12:37:20.433231,4,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T12:37:36.004396,4,1,0
0,1,CMT8_PhamVanHai,3,2025-07-05T12:37:51.618250,4,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T12:38:07.193109,1,1,0
0,6,CMT8_PhamVanHai,1,2025-07-05T12:38:22.756123,7,2,0
0,1,CMT8_PhamVanHai,0,2025-07-05T12:38:38.282856,1,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T12:38:53.850041,4,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:39:09.414872,2,1,0
1,1,CMT8_PhamVanHai,0,2025-07-05T12:39:25.016063,2,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T12:39:40.610839,2,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T12:39:56.233047,1,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T12:40:11.821794,3,1,0
0,2,CMT8_PhamVanHai,3,2025-07-05T12:40:27.399678,5,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T12:40:43.364775,4,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T12:40:59.698263,1,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:41:15.327669,2,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T12:41:31.019967,1,1,0
1,3,CMT8_PhamVanHai,3,2025-07-05T12:41:46.658427,7,2,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:42:04.367220,2,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:42:19.873720,2,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T12:42:35.492464,1,1,0
0,5,CMT8_PhamVanHai,2,2025-07-05T12:42:52.060573,7,2,0
0,1,CMT8_PhamVanHai,3,2025-07-05T12:43:07.708727,4,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:43:23.252988,2,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:43:38.791038,2,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T12:43:54.338579,4,1,0
0,1,CMT8_PhamVanHai,3,2025-07-05T12:44:09.866709,4,1,0
0,1,CMT8_PhamVanHai,3,2025-07-05T12:44:26.716030,4,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T12:44:42.253512,4,1,0
1,2,CMT8_PhamVanHai,2,2025-07-05T12:44:57.929149,6,2,1
0,3,CMT8_PhamVanHai,0,2025-07-05T12:45:13.518490,3,1,0
0,4,CMT8_PhamVanHai,1,2025-07-05T12:45:29.144296,5,1,0
0,2,CMT8_PhamVanHai,6,2025-07-05T12:45:44.847095,8,1,0
1,2,CMT8_PhamVanHai,0,2025-07-05T12:46:01.232482,3,1,0
0,0,CMT8_PhamVanHai,5,2025-07-05T12:46:16.885300,5,1,0
0,0,CMT8_PhamVanHai,1,2025-07-05T12:46:32.497443,1,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T12:46:48.492851,3,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:47:04.097887,2,1,0
0,2,CMT8_PhamVanHai,2,2025-07-05T12:47:19.609984,4,1,0
0,0,CMT8_PhamVanHai,2,2025-07-05T12:47:35.147264,2,1,0
1,1,CMT8_PhamVanHai,0,2025-07-05T12:47:50.731369,3,2,1
0,3,CMT8_PhamVanHai,0,2025-07-05T12:48:06.380617,3,1,0
0,5,CMT8_PhamVanHai,1,2025-07-05T12:48:22.035395,6,2,0
1,1,CMT8_PhamVanHai,0,2025-07-05T12:48:37.603959,2,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T12:48:53.257289,2,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T12:49:08.840259,3,1,0
1,1,CMT8_PhamVanHai,0,2025-07-05T12:49:25.962630,2,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:49:41.650729,2,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T12:49:57.594128,4,1,0
0,1,CMT8_PhamVanHai,5,2025-07-05T12:50:13.405212,6,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T12:50:29.126143,3,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T12:50:44.830764,0,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T12:51:01.871376,4,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T12:51:18.342377,4,1,0
0,7,CMT8_PhamVanHai,0,2025-07-05T12:51:34.217744,7,2,0
0,0,CMT8_PhamVanHai,3,2025-07-05T12:51:49.792029,3,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T12:52:05.569881,4,1,0
0,2,CMT8_PhamVanHai,3,2025-07-05T12:52:21.417948,5,1,0
1,2,CMT8_PhamVanHai,0,2025-07-05T12:52:37.353089,3,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T12:52:54.395944,4,1,0
0,7,CMT8_PhamVanHai,0,2025-07-05T12:53:10.240141,7,2,0
0,3,CMT8_PhamVanHai,0,2025-07-05T12:53:27.584833,4,2,1
0,0,CMT8_PhamVanHai,2,2025-07-05T12:53:43.514983,2,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T12:53:59.230413,0,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:54:14.974104,2,1,0
0,5,CMT8_PhamVanHai,3,2025-07-05T12:54:30.713773,8,2,0
0,2,CMT8_PhamVanHai,0,2025-07-05T12:54:46.447010,4,2,2
0,4,CMT8_PhamVanHai,3,2025-07-05T12:55:02.301864,7,2,0
0,1,CMT8_PhamVanHai,1,2025-07-05T12:55:18.192382,2,1,0
0,0,CMT8_PhamVanHai,1,2025-07-05T12:55:34.074039,1,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T12:55:49.815703,4,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T12:56:06.004290,3,1,0
0,5,CMT8_PhamVanHai,1,2025-07-05T12:56:22.239324,6,2,0
0,3,CMT8_PhamVanHai,0,2025-07-05T12:56:38.001840,3,1,0
1,3,CMT8_PhamVanHai,2,2025-07-05T12:56:53.665788,6,2,0
0,3,CMT8_PhamVanHai,1,2025-07-05T12:57:09.581496,4,1,0
0,5,CMT8_PhamVanHai,1,2025-07-05T12:57:25.567261,6,2,0
0,5,CMT8_PhamVanHai,0,2025-07-05T12:57:41.297217,5,2,0
0,3,CMT8_PhamVanHai,1,2025-07-05T12:57:57.923045,4,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T12:58:15.113571,3,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T12:58:30.896101,4,2,1
0,3,CMT8_PhamVanHai,0,2025-07-05T12:58:46.606481,3,1,0
0,0,CMT8_PhamVanHai,1,2025-07-05T12:59:02.236193,1,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T12:59:17.839577,4,2,1
0,2,CMT8_PhamVanHai,1,2025-07-05T12:59:33.526535,4,1,1
1,1,CMT8_PhamVanHai,0,2025-07-05T12:59:49.205683,2,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:00:04.994662,0,1,0
2,2,CMT8_PhamVanHai,0,2025-07-05T13:00:20.947026,4,2,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:00:36.567149,3,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:00:52.470492,2,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:01:08.190311,1,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:01:23.790700,3,1,0
0,6,CMT8_PhamVanHai,0,2025-07-05T13:01:39.503807,6,2,0
0,2,CMT8_PhamVanHai,4,2025-07-05T13:01:55.201178,6,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:02:10.887073,2,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:02:26.604908,4,1,1
0,2,CMT8_PhamVanHai,2,2025-07-05T13:02:42.979630,4,1,0
0,5,CMT8_PhamVanHai,1,2025-07-05T13:02:58.713162,6,2,0
0,4,CMT8_PhamVanHai,1,2025-07-05T13:03:14.574050,5,1,0
0,1,CMT8_PhamVanHai,5,2025-07-05T13:03:30.279190,6,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T13:03:46.504384,4,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T13:04:02.140110,4,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:04:17.790244,3,1,0
1,3,CMT8_PhamVanHai,1,2025-07-05T13:04:33.561808,5,2,0
0,2,CMT8_PhamVanHai,3,2025-07-05T13:04:49.168537,5,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:05:05.189247,2,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:05:21.167854,1,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:05:37.218282,3,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:05:52.903603,0,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:06:08.741496,1,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:06:24.591339,0,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:06:42.786448,3,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:06:58.610950,1,1,0
1,2,CMT8_PhamVanHai,0,2025-07-05T13:07:14.378139,3,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:07:30.294121,3,1,0
0,2,CMT8_PhamVanHai,2,2025-07-05T13:07:46.168368,4,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:08:02.466541,2,1,0
0,4,CMT8_PhamVanHai,1,2025-07-05T13:08:18.608105,5,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:08:34.323392,2,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:08:51.022878,3,1,0
0,2,CMT8_PhamVanHai,2,2025-07-05T13:09:06.764061,4,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:09:22.427948,2,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:09:38.117807,3,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:09:53.894159,2,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:10:09.710076,3,1,0
0,5,CMT8_PhamVanHai,0,2025-07-05T13:10:25.459948,5,2,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:10:41.505052,2,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T13:10:57.802716,4,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:11:13.482789,3,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:11:29.119483,1,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:11:44.702195,2,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:12:00.822083,3,1,0
0,0,CMT8_PhamVanHai,2,2025-07-05T13:12:16.534366,2,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:12:32.213269,3,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:12:47.952201,2,1,0
0,3,CMT8_PhamVanHai,2,2025-07-05T13:13:03.602130,5,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:13:19.800710,3,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:13:36.087923,0,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:13:51.727569,2,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:14:07.412107,2,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:14:23.452795,2,1,0
1,3,CMT8_PhamVanHai,0,2025-07-05T13:14:39.395258,4,2,0
1,2,CMT8_PhamVanHai,0,2025-07-05T13:14:57.607959,3,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:15:13.550277,3,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:15:29.511997,2,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:15:45.265194,2,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T13:16:01.770038,4,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:16:19.012511,3,1,0
0,4,CMT8_PhamVanHai,1,2025-07-05T13:16:34.577623,5,1,0
0,3,CMT8_PhamVanHai,2,2025-07-05T13:16:50.387181,5,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:17:06.015432,3,1,0
1,3,CMT8_PhamVanHai,0,2025-07-05T13:17:21.726622,4,2,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:17:38.647299,1,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T13:17:54.315700,4,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:18:09.960379,3,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:18:26.044827,3,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:18:42.240369,1,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:18:58.029001,1,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:19:14.666776,3,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:19:31.775867,3,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:19:48.391254,3,1,0
1,2,CMT8_PhamVanHai,0,2025-07-05T13:20:04.099865,4,2,1
0,3,CMT8_PhamVanHai,0,2025-07-05T13:20:19.877041,3,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:20:35.534582,1,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T13:20:51.325926,4,1,0
0,0,CMT8_PhamVanHai,1,2025-07-05T13:21:06.933941,2,1,1
0,1,CMT8_PhamVanHai,0,2025-07-05T13:21:22.836215,1,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:21:38.551671,2,1,0
0,2,CMT8_PhamVanHai,2,2025-07-05T13:21:54.312095,4,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:22:10.012700,2,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:22:25.635188,3,1,0
0,4,CMT8_PhamVanHai,2,2025-07-05T13:22:42.544895,6,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:22:59.671204,1,1,0
0,0,CMT8_PhamVanHai,1,2025-07-05T13:23:15.837354,1,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:23:31.712801,3,1,0
0,0,CMT8_PhamVanHai,1,2025-07-05T13:23:47.451079,1,1,0
0,5,CMT8_PhamVanHai,0,2025-07-05T13:24:03.323912,5,2,0
0,5,CMT8_PhamVanHai,1,2025-07-05T13:24:19.100475,6,2,0
0,0,CMT8_PhamVanHai,1,2025-07-05T13:24:34.872871,1,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T13:24:50.697534,4,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:25:06.651330,3,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T13:25:22.428067,4,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:25:39.547156,4,2,2
0,2,CMT8_PhamVanHai,0,2025-07-05T13:25:55.175459,3,1,1
0,5,CMT8_PhamVanHai,1,2025-07-05T13:26:10.863418,6,2,0
0,3,CMT8_PhamVanHai,1,2025-07-05T13:26:26.536053,4,1,0
0,5,CMT8_PhamVanHai,0,2025-07-05T13:26:42.220013,5,2,0
0,4,CMT8_PhamVanHai,1,2025-07-05T13:26:57.843190,6,2,1
1,1,CMT8_PhamVanHai,0,2025-07-05T13:27:13.524027,2,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:27:29.252009,3,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:27:44.933785,2,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T13:28:00.659204,4,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:28:16.327206,1,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:28:32.049234,0,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:28:49.321578,3,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:29:05.442487,2,1,1
0,2,CMT8_PhamVanHai,1,2025-07-05T13:29:22.405145,3,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:29:38.184342,2,1,0
0,0,CMT8_PhamVanHai,2,2025-07-05T13:29:54.210464,2,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:30:09.989542,3,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:30:25.899637,0,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T13:30:41.687922,4,1,0
0,7,CMT8_PhamVanHai,1,2025-07-05T13:30:57.642367,8,2,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:31:13.362067,1,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:31:29.028400,3,1,0
0,5,CMT8_PhamVanHai,0,2025-07-05T13:31:44.684089,5,2,0
0,3,CMT8_PhamVanHai,1,2025-07-05T13:32:00.919540,4,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:32:16.744811,3,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:32:33.595726,3,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:32:50.490523,2,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:33:06.192508,3,1,0
0,4,CMT8_PhamVanHai,3,2025-07-05T13:33:21.960522,7,2,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:33:37.860837,3,1,1
0,5,CMT8_PhamVanHai,0,2025-07-05T13:33:53.659601,5,2,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:34:09.626216,2,1,0
0,3,CMT8_PhamVanHai,2,2025-07-05T13:34:25.382787,5,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:34:41.120461,2,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:34:56.831153,2,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:35:12.482778,3,1,0
0,7,CMT8_PhamVanHai,1,2025-07-05T13:35:28.906768,8,2,0
1,4,CMT8_PhamVanHai,3,2025-07-05T13:35:44.653563,8,2,0
0,4,CMT8_PhamVanHai,1,2025-07-05T13:36:00.378854,5,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T13:36:16.080181,4,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:36:32.012448,3,1,0
0,2,CMT8_PhamVanHai,2,2025-07-05T13:36:48.172346,4,1,0
0,5,CMT8_PhamVanHai,0,2025-07-05T13:37:05.015374,5,2,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:37:20.784354,3,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:37:36.380012,3,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:37:52.139095,0,1,0
0,5,CMT8_PhamVanHai,1,2025-07-05T13:38:07.757478,6,2,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:38:25.137676,1,1,0
0,0,CMT8_PhamVanHai,1,2025-07-05T13:38:41.216832,2,1,1
0,3,CMT8_PhamVanHai,0,2025-07-05T13:38:57.042531,3,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:39:12.890450,2,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:39:28.562832,3,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:39:44.236566,1,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:39:59.995851,3,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T13:40:15.733507,4,1,0
0,4,CMT8_PhamVanHai,2,2025-07-05T13:40:31.531864,6,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:40:47.304201,3,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:41:03.051477,3,1,1
0,4,CMT8_PhamVanHai,2,2025-07-05T13:41:18.676923,7,2,1
0,0,CMT8_PhamVanHai,2,2025-07-05T13:41:34.346244,3,1,1
0,1,CMT8_PhamVanHai,0,2025-07-05T13:41:50.023685,1,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:42:05.773883,1,1,0
0,2,CMT8_PhamVanHai,2,2025-07-05T13:42:21.491094,4,1,0
0,4,CMT8_PhamVanHai,4,2025-07-05T13:42:37.356996,8,2,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:42:53.220349,4,2,1
0,0,CMT8_PhamVanHai,1,2025-07-05T13:43:09.743236,2,1,1
0,0,CMT8_PhamVanHai,0,2025-07-05T13:43:25.662957,1,1,1
0,0,CMT8_PhamVanHai,3,2025-07-05T13:43:41.688675,3,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:43:57.502860,2,1,0
0,2,CMT8_PhamVanHai,4,2025-07-05T13:44:13.423854,6,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:44:29.086680,3,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:44:44.751753,3,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:45:00.391893,3,1,0
1,2,CMT8_PhamVanHai,1,2025-07-05T13:45:16.089109,4,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:45:32.039255,0,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:45:47.717654,3,1,0
0,5,CMT8_PhamVanHai,0,2025-07-05T13:46:03.440777,5,2,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:46:19.139386,2,1,0
1,2,CMT8_PhamVanHai,1,2025-07-05T13:46:34.802428,4,1,0
0,0,CMT8_PhamVanHai,1,2025-07-05T13:46:50.563458,1,1,0
2,0,CMT8_PhamVanHai,0,2025-07-05T13:47:06.184138,3,2,1
0,1,CMT8_PhamVanHai,1,2025-07-05T13:47:21.818795,2,1,0
0,0,CMT8_PhamVanHai,3,2025-07-05T13:47:37.476168,3,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:47:53.473522,0,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:48:09.088557,2,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:48:24.687455,0,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:48:40.312026,0,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:48:55.986447,1,1,0
0,0,CMT8_PhamVanHai,2,2025-07-05T13:49:11.596278,2,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:49:27.328620,2,1,0
0,5,CMT8_PhamVanHai,1,2025-07-05T13:49:42.909285,6,2,0
0,0,CMT8_PhamVanHai,2,2025-07-05T13:49:58.796942,2,1,0
0,0,CMT8_PhamVanHai,2,2025-07-05T13:50:14.551308,2,1,0
0,3,CMT8_PhamVanHai,2,2025-07-05T13:50:30.264993,6,2,1
0,0,CMT8_PhamVanHai,0,2025-07-05T13:50:45.963240,0,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T13:51:02.285580,2,1,0
0,0,CMT8_PhamVanHai,2,2025-07-05T13:51:17.900520,2,1,0
0,1,CMT8_PhamVanHai,0,2025-07-05T13:51:33.591717,1,1,0
0,2,CMT8_PhamVanHai,2,2025-07-05T13:51:49.244231,4,1,0
0,0,CMT8_PhamVanHai,0,2025-07-05T13:52:04.925529,0,1,0
0,4,CMT8_PhamVanHai,2,2025-07-05T13:52:20.631644,6,1,0
0,1,CMT8_PhamVanHai,4,2025-07-05T13:52:37.624773,5,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T13:52:54.146202,3,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:53:10.886803,2,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T13:53:26.642764,4,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:53:42.292380,3,1,1
0,3,CMT8_PhamVanHai,0,2025-07-05T13:53:58.116237,3,1,0
0,4,CMT8_PhamVanHai,1,2025-07-05T13:54:13.996315,5,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T13:54:29.714651,2,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:54:45.450151,3,1,0
0,3,CMT8_PhamVanHai,2,2025-07-05T13:55:01.200765,5,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:55:17.083116,3,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:55:32.834659,3,1,0
0,2,CMT8_PhamVanHai,2,2025-07-05T13:55:48.735395,5,2,1
0,2,CMT8_PhamVanHai,1,2025-07-05T13:56:05.092070,3,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T13:56:20.787734,5,2,1
0,5,CMT8_PhamVanHai,0,2025-07-05T13:56:36.687262,5,2,0
0,3,CMT8_PhamVanHai,1,2025-07-05T13:56:52.458009,5,2,1
0,4,CMT8_PhamVanHai,0,2025-07-05T13:57:08.203251,4,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:57:24.235819,3,1,0
0,1,CMT8_PhamVanHai,3,2025-07-05T13:57:39.990517,4,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T13:57:55.703409,4,1,1
0,3,CMT8_PhamVanHai,0,2025-07-05T13:58:11.520728,3,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:58:27.208253,3,1,0
1,1,CMT8_PhamVanHai,0,2025-07-05T13:58:42.965971,2,1,0
1,2,CMT8_PhamVanHai,1,2025-07-05T13:58:58.750810,4,1,0
1,2,CMT8_PhamVanHai,0,2025-07-05T13:59:14.480538,3,1,0
2,3,CMT8_PhamVanHai,0,2025-07-05T13:59:30.163267,5,2,0
0,3,CMT8_PhamVanHai,0,2025-07-05T13:59:45.909205,3,1,0
2,3,CMT8_PhamVanHai,0,2025-07-05T14:00:02.347147,5,2,0
0,2,CMT8_PhamVanHai,0,2025-07-05T14:00:18.758447,2,1,0
1,4,CMT8_PhamVanHai,1,2025-07-05T14:00:36.362467,6,2,0
0,3,CMT8_PhamVanHai,1,2025-07-05T14:00:52.155762,5,2,1
0,1,CMT8_PhamVanHai,0,2025-07-05T14:01:07.990239,1,1,0
0,0,CMT8_PhamVanHai,2,2025-07-05T14:01:23.956967,2,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T14:01:39.721714,3,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T14:01:58.729327,3,1,0
0,2,CMT8_PhamVanHai,1,2025-07-05T14:02:14.615329,3,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T14:02:30.373674,2,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T14:02:46.100009,3,1,0
0,3,CMT8_PhamVanHai,2,2025-07-05T14:03:01.862665,5,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T14:03:17.482607,2,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T14:03:33.222842,4,1,0
0,1,CMT8_PhamVanHai,2,2025-07-05T14:03:48.971763,3,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T14:04:04.788596,4,1,0
0,1,CMT8_PhamVanHai,1,2025-07-05T14:04:20.539098,2,1,0
0,3,CMT8_PhamVanHai,2,2025-07-05T14:04:36.246160,5,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T14:04:51.850408,4,1,0
0,2,CMT8_PhamVanHai,0,2025-07-05T14:05:07.567427,2,1,0
0,3,CMT8_PhamVanHai,0,2025-07-05T14:05:23.392256,3,1,0
0,4,CMT8_PhamVanHai,0,2025-07-05T14:05:39.080163,4,1,0
0,3,CMT8_PhamVanHai,1,2025-07-05T14:05:54.817278,4,1,0
0,2,CMT8_PhamVanHai,2,2025-07-05T14:06:10.586730,4,1,0
0,3,CMT8_PhamVanHai,3,2025-07-05T14:06:26.226418,6,1,0
0,8,CMT8_PhamVanHai,1,2025-07-05T14:06:41.944612,9,2,0
